"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG"
"Belleville","IL","Higher Learning Commission","3",0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Billings","MT","Northwest Commission on Colleges and Universities","3",0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Missoula","MT",NA,"3",0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgton","ME","Commission on Massage Therapy Accreditation","1",0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clifton","NJ","Accrediting Bureau of Health Education Schools","1",0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Long Branch","NJ","Middle States Commission on Higher Education","3",0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phoenix","AZ",NA,NA,0,0,0,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holyoke","MA","Middle States Commission on Higher Education",NA,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White Plains","NY","Middle States Commission on Higher Education","3",0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bohemia","NY",NA,"3",0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Helena","CA","Middle States Commission on Higher Education","2",0,0,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio","TX","Middle States Commission on Higher Education","2",0,0,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salamanca","NY","Middle States Commission on Higher Education","2",0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York","NY","Middle States Commission on Higher Education","3",0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utica","NY",NA,"2",0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lincolnton","NC","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cincinnati","OH","Middle States Commission on Higher Education","3",0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles","CA","Middle States Commission on Higher Education","3",0,0,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beavercreek","OH","Higher Learning Commission","3",0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lancaster","OH","Higher Learning Commission","3",0,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles","CA","Higher Learning Commission","3",0,0,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollywood","FL","Higher Learning Commission","3",0,0,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacramento","CA","Higher Learning Commission","3",0,0,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brattleboro","VT",NA,"3",0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","PA",NA,"3",0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawton","OK","Higher Learning Commission","3",0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ft Benning","GA","Higher Learning Commission","3",0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milpitas","CA","Northwest Commission on Colleges and Universities","3",0,0,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rocklin","CA","Northwest Commission on Colleges and Universities","3",0,0,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philadelphia","PA","National Accrediting Commission of Career Arts and Sciences","1",0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perkasie","PA","Middle States Commission on Higher Education","2",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bristol","PA","Middle States Commission on Higher Education","2",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lancaster","PA","Middle States Commission on Higher Education","2",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gettysburg","PA","Middle States Commission on Higher Education","2",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon","PA","Middle States Commission on Higher Education","2",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"York","PA","Middle States Commission on Higher Education","2",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulaski","PA","Accrediting Commission of Career Schools and Colleges","2",0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Liverpool","OH","Accrediting Commission of Career Schools and Colleges",NA,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannersville","PA","Middle States Commission on Higher Education","2",0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Villanova","PA","Middle States Commission on Higher Education","3",0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Altoona","PA","Accrediting Commission of Career Schools and Colleges","2",0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaFollette","TN","Council on Occupational Education","1",0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galveston","TX","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston","TX","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston","TX","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McAllen","TX","Council on Occupational Education","1",0,0,0,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi","TX",NA,"1",0,0,0,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryan","TX","Southern Association of Colleges and Schools Commission on Colleges","3",0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eau Claire","WI",NA,NA,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sioux Falls","SD",NA,NA,0,0,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onalaska","WI",NA,NA,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison","WI",NA,NA,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothschild","WI",NA,NA,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Chute","WI",NA,NA,0,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richfield","UT","Northwest Commission on Colleges and Universities","2",0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandria","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woodbridge","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manassas","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashburn","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fredericksburg","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glen Allen","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Midlothian","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chesapeake","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newport News","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach","VA","Middle States Commission on Higher Education","3",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlotte","NC","Commission on Accrediting of the Association of Theological Schools","3",0,0,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver","WA","Northwest Commission on Colleges and Universities","3",0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spokane","WA","Northwest Commission on Colleges and Universities","3",0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richland","WA","Northwest Commission on Colleges and Universities","3",0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arecibo","PR","Middle States Commission on Higher Education",NA,0,0,0,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio Grande","PR","Middle States Commission on Higher Education",NA,0,0,0,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ponce","PR","Middle States Commission on Higher Education",NA,0,0,0,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caguas","PR","Middle States Commission on Higher Education",NA,0,0,0,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayaguez","PR","Middle States Commission on Higher Education",NA,0,0,0,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Croix","VI","Middle States Commission on Higher Education","3",0,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indianapolis","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Bend","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Albany","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbus","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kokomo","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richmond","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lafayette","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vincennes","IN","Higher Learning Commission","3",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newport News","VA","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greensboro","NC","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlotte","NC","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greenville","SC","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manassas","VA","Southern Association of Colleges and Schools Commission on Colleges","2",0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
