"CITY","STABBR","ACCREDAGENCY","SCH_DEG","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LATITUDE","LONGITUDE"
"Olean","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5459,3018
"Goshen","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5002,2348
"Newark","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5961,2856
"Binghamton","NY","New York State Board of Regents and the Commissioner of Education","1","22","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5482,2617
"Hudson Falls","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,6065,1980
"Albany","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5829,2055
"Lake Katrine","NY","Council on Occupational Education","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5398,2204
"Brentwood","NY","Middle States Commission on Secondary Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4631,1948
"West Nyack","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4863,2156
"Syosset","NY","New York State Board of Regents and the Commissioner of Education","2","21","26","5","6","0","0","0","0","1","0","0","0","0",0,2,4,2,2,4662,1974
"Brooklyn","NY","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4358,2124
"Perrysburg","OH","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,3,5128,4196
"Newark","OH","Accrediting Commission of Career Schools and Colleges","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,3,4071,3951
"Eastlake","OH","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,3,5167,3699
"Marietta","OH","Accrediting Commission of Career Schools and Colleges","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,3,3637,3720
"Van Wert","OH","Accrediting Commission of Career Schools and Colleges","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,3,4733,4486
"Muskogee","OK","Oklahoma State Board of Career and Technology Education","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,2381,6055
"Burns Flat","OK","Oklahoma State Board of Career and Technology Education","1","43","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,2253,6617
"Wayne","OK","Oklahoma State Board of Career and Technology Education","1","42","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,2063,6411
"Choctaw","OK","Oklahoma State Board of Career and Technology Education","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,2304,6395
"Wetumka","OK","Oklahoma State Board of Career and Technology Education","1","43","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,2209,6205
"York","PA","Pennsylvania State Board of Vocational Education","1","22","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,3897,2763
"Downingtown","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,3978,2592
"Reynoldsville","PA","Accreditation Commission for Education in Nursing","1","33","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4847,3092
"Johnstown","PA","Pennsylvania State Board of Vocational Education","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4163,3072
"Lewistown","PA","Accreditation Commission for Education in Nursing","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4351,2939
"Ford City","PA","Accreditation Commission for Education in Nursing","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4605,3161
"Oil City","PA","Accreditation Commission for Education in Nursing","1","33","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5030,3170
"Willow Street","PA","Council on Occupational Education","1","21","10","3","1","0","0","0","0","0","0","0","0","0",0,1,2,1,2,3963,2686
"Lebanon","PA","Pennsylvania State Board of Vocational Education","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4191,2706
"Indiana","PA","Pennsylvania State Board of Vocational Education","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4410,3126
"Towanda","PA","Accreditation Commission for Education in Nursing","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5277,2719
"Shippenville","PA","Accreditation Commission for Education in Nursing","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4919,3155
"Hazle TWP.","PA","Middle States Commission on Secondary Education","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4782,2633
"Bayamon","PR","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,87,1501
"Barranquitas","PR","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,33,1522
"Cookeville","TN","Council on Occupational Education","1","33","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,2540,4591
"Clarksville","TN","Council on Occupational Education","1","12","11","2","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,2670,4900
"El Paso","TX","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,923,204
"Grand Prairie","TX","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,1093,6340
"Clarksburg","WV","Council on Occupational Education","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,3595,3469
"North Adams","MA","Council on Occupational Education","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,1,5784,1925
"San Luis Obispo","CA","Accrediting Commission of Career Schools and Colleges","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,2227,1039
"Miami","FL","Accreditation Commission for Education in Nursing","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,185,3366
"Ocala","FL","Council on Occupational Education","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,503,3890
"Columbus","GA","Council on Occupational Education","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1048,4539
"Duluth","GA","Council on Occupational Education","1","21","11","3","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,1665,4300
"Lombard","IL","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,5299,5098
"Joplin","MO","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,4,2780,5939
"Monroeville","PA","Middle States Commission on Secondary Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4246,3176
"Philadelphia","PA","Accrediting Commission of Career Schools and Colleges","1","11","12","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,3904,2475
"Eleanor","WV","Council on Occupational Education","1","22","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,3217,3847
"Meadville","PA","Accreditation Commission for Education in Nursing","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5156,3312
"Hialeah","FL","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,236,3425
"Bayamon","PR","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,103,1516
"Tempe","AZ","Higher Learning Commission","3","12","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,6,1323,354
"Isabela","PR","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,140,1559
"Monsey","NY","Association of Advanced Rabbinical and Talmudic Schools","3","21","24","15","8","0","0","0","0","0","0","0","1","0",0,3,3,2,2,4852,2264
"Washington","DC","Council on Occupational Education","1","11","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,3383,2835
"San Antonio","TX","Southern Association of Colleges and Schools Commission on Colleges","2","11","3","1","4","0","0","0","0","0","1","0","0","0",0,2,2,1,6,537,6605
"Sandersville","GA","Southern Association of Colleges and Schools Commission on Colleges","1","41","8","1","2","0","1","0","0","0","0","0","0","0",0,1,2,1,5,1257,4052
"Wells","ME","New England Commission on Higher Education","2","42","5","1","2","0","0","0","0","0","0","0","0","0",0,2,2,1,1,6062,1613
"Northport","NY","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4728,1956
"Mountain Home","AR","Higher Learning Commission","1","41","5","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,5,2616,5671
"The Dalles","OR","Northwest Commission on Colleges and Universities","2","33","3","2","1","0","0","0","0","0","1","0","0","0",0,2,2,1,8,6411,1057
"Santa Ana","CA","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1502,717
"Dallas","TX","Transnational Association of Christian Colleges and Schools","3","11","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,6,1215,6272
"Tillamook","OR","Northwest Commission on Colleges and Universities","2","41","3","3","1","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6371,1393
"Brooklyn","NY","Accrediting Council for Continuing Education & Training","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4393,2143
"Saint George","UT","National Accrediting Commission of Career Arts and Sciences","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,7,2778,459
"Glendale","AZ","Accrediting Bureau of Health Education Schools","1","21","10","4","2","0","0","0","0","0","0","0","0","0",0,1,2,3,6,1406,426
"Fremont","OH","Accrediting Commission of Career Schools and Colleges","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,3,4993,4118
"Raymore","MO","National Accrediting Commission of Career Arts and Sciences","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,4,3330,5933
"Raleigh","NC","Accrediting Council for Independent Colleges and Schools","1","11","22","10","7","0","0","0","0","0","0","0","0","0",0,1,3,3,5,2427,3029
"New York","NY","National Association of Schools of Theatre","2","11","12","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4533,2206
"Jersey City","NJ","Accrediting Commission of Career Schools and Colleges","2","11","26","10","6","0","0","0","0","0","0","0","0","0",0,2,3,3,2,4520,2259
"Ponce","PR","Accrediting Commission of Career Schools and Colleges","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,17,1539
"Palm Springs","CA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1558,534
"Costa Mesa","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","2","12","26","11","6","0","0","0","0","0","0","0","0","0",1,2,3,3,8,1463,718
"Riverside","CA","Accrediting Bureau of Health Education Schools","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1610,656
"Hialeah","FL","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,230,3428
"Manati","PR","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,116,1531
"Sandy Springs","GA","Accrediting Commission of Career Schools and Colleges","1","12","10","2","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,1648,4396
"Brooklyn","NY","Middle States Commission on Secondary Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4346,2216
"New York","NY","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4596,2152
"Chesapeake","VA","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,2700,2687
"Richmond","VA","Accrediting Commission of Career Schools and Colleges","1","21","10","3","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,2894,2936
"Kissimmee","FL","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,443,3664
"Miami","FL","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,220,3359
"Okmulgee","OK","Oklahoma State Board of Career and Technology Education","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,2342,6170
"Bayamon","PR","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,92,1511
"Long Beach","CA","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1523,825
"West Palm Beach","FL","Accrediting Commission of Career Schools and Colleges","1","21","10","2","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,347,3288
"Klamath Falls","OR","Northwest Commission on Colleges and Universities","2","33","6","1","2","0","0","0","0","0","0","0","0","0",0,2,2,1,8,5502,1108
"Sanford","FL","Accrediting Commission of Career Schools and Colleges","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,485,3643
"Houston","TX","Southern Association of Colleges and Schools Commission on Colleges","3","11","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,3,6,620,6106
"Austin","TX","Southern Association of Colleges and Schools Commission on Colleges","3","11","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,3,6,725,6506
"Boston","MA","New England Commission on Higher Education","2","11","13","1","1","0","0","0","0","0","0","0","0","0",0,2,2,2,1,5631,1652
"Virginia Beach","VA","Commission on Massage Therapy Accreditation","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,5,2743,2631
"Omaha","NE","Accrediting Commission of Career Schools and Colleges","2","11","30","13","6","0","0","0","0","0","0","0","0","0",0,2,3,3,4,4954,6196
"New York","NY","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4545,2170
"Miami","FL","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,199,3372
"Caguas","PR","Middle States Commission on Higher Education","3","13","25","11","6","0","0","0","0","0","1","0","0","0",0,3,4,2,9,42,1468
"Austin","TX","Accrediting Council for Independent Colleges and Schools","3","11","26","11","6","0","0","0","0","0","0","0","0","0",0,3,4,3,6,729,6504
"Charleston","WV","Council on Occupational Education","1","22","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,1,5,3152,3740
"Manchester","NH","New England Commission on Higher Education","3","12","30","11","8","0","0","0","0","0","0","0","0","0",0,3,4,2,1,5929,1758
"Auburn","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5900,2737
"Clearfield","PA","Pennsylvania State Board of Vocational Education","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,4803,3020
"Bayamon","PR","Accrediting Commission of Career Schools and Colleges","1","21","4","3","2","0","0","0","0","0","0","0","0","0",0,1,2,3,9,98,1507
"Broomall","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,3967,2531
"Midwest City","OK","Oklahoma State Board of Career and Technology Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,2282,6420
"Williamsville","NY","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,5916,3043
"Ludlow","MA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,1,5491,1833
"Poughkeepsie","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5238,2064
"Ponce","PR","Accrediting Council for Continuing Education & Training","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,18,1542
"Clovis","CA","Accrediting Commission of Career Schools and Colleges","1","21","7","4","2","0","0","0","0","0","0","0","0","0",0,1,2,3,8,2719,997
"Charleston","WV","Council on Occupational Education","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,3175,3762
"Bristol","CT","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,1,5190,1911
"Batavia","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5938,3007
"Henrico","VA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,2915,2932
"Ilion","NY","New York State Board of Regents State Education Department Office of the Professions (Public Postsecondary Vocational Education Practical Nursing)","1","31","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,5939,2433
"Garland","TX","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,1243,6244
"Cape Coral","FL","Council on Occupational Education","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,344,3862
"Pittsburgh","PA","Accreditation Commission for Education in Nursing","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4228,3243
"Toms River","NJ","Middle States Commission on Secondary Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,2,3965,2312
"Ponce","PR","Council on Occupational Education","2","12","10","4","1","0","0","0","0","0","1","0","0","0",0,2,2,2,9,9,1543
"Huntington Park","CA","Accrediting Council for Continuing Education & Training","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,1680,831
"Riverdale","NY","Association of Advanced Rabbinical and Talmudic Schools","2","11","24","10","8","0","0","0","0","0","0","0","1","0",0,2,2,2,2,4745,2082
"Rock Hill","SC","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,2086,3580
"Grundy","VA","American Bar Association","3","43","31","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,5,2835,3882
"Wilmington","DE","Middle States Commission on Higher Education","2","13","12","4","1","0","0","0","0","0","0","0","0","0",0,2,2,2,2,3779,2566
"Signal Hill","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3","21","26","11","6","0","0","0","0","0","0","0","0","0",0,3,3,3,8,1545,820
"Orange","CA","Accrediting Bureau of Health Education Schools","1","12","26","11","6","0","0","0","0","0","0","0","0","0",0,1,2,3,8,1524,715
"Fitchburg","MA","Council on Occupational Education","1","22","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,1,5744,1806
"Fort Walton Beach","FL","Council on Occupational Education","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,5,805,4781
"Smithville","OH","Council on Occupational Education","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,3,4712,3830
"Charlotte","NC","Southern Association of Colleges and Schools Commission on Colleges","2","11","10","1","1","0","0","0","0","0","0","0","0","0",0,2,2,1,5,2198,3553
"Salt Lake City","UT","Northwest Commission on Colleges and Universities","3","21","18","11","15","0","0","0","0","0","0","0","0","0",0,3,4,2,7,4438,331
"Bakersfield","CA","Accrediting Council for Independent Colleges and Schools","2","21","23","11","6","0","0","0","0","0","0","0","0","0",0,2,4,3,8,2273,959
"Fort Myers","FL","Southern Association of Colleges and Schools Commission on Colleges","3","21","18","9","16","0","0","0","0","0","0","0","0","0",0,3,4,1,5,326,3806
"Sanford","ME","Accrediting Council for Continuing Education & Training","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,1,6073,1617
"Winnebago","NE","Higher Learning Commission","2","42","33","3","1","0","0","0","1","0","0","0","0","0",0,2,2,1,4,5515,6221
"Lafayette","LA","Southern Association of Colleges and Schools Commission on Colleges","1","12","8","2","3","0","1","0","0","0","0","0","0","0",0,1,2,1,5,720,5623
"Lufkin","TX","National Accrediting Commission of Career Arts and Sciences","1","33","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,889,5985
"Beaumont","TX","National Accrediting Commission of Career Arts and Sciences","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,689,5888
"Wadesboro","NC","Council on Occupational Education","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,2084,3277
"Linthicum","MD","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,3557,2759
"Worcester","MA","National Accrediting Commission of Career Arts and Sciences","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,1,5560,1798
"Spokane","WA","Council on Occupational Education","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,8,6579,647
"Lincoln","NE","Accrediting Commission of Career Schools and Colleges","2","11","10","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,4,4617,6236
"Orlando","FL","Accrediting Commission for Acupuncture and Oriental Medicine","3","21","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,3,5,456,3679
"Miami","FL","Accrediting Council for Continuing Education & Training","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,205,3403
"Myrtle Beach","SC","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1501,3067
"Barrow","AK","Northwest Commission on Colleges and Universities","1","41","33","5","6","0","0","0","1","0","0","0","0","0",0,1,2,1,8,6642,1413
"Baltimore","MD","Middle States Commission on Higher Education","2","21","4","1","5","0","0","0","0","0","0","0","0","0",0,2,2,1,2,3610,2716
"Jacksonville","FL","American Bar Association","3","11","31","0","18","0","0","0","0","0","0","0","0","0",0,4,4,3,5,728,3747
"Mahnomen","MN","Higher Learning Commission","2","43","33","2","1","0","0","0","1","0","0","0","0","0",0,2,2,2,4,6528,6175
"Metairie","LA","Accrediting Commission of Career Schools and Colleges","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,675,5396
"Dayton","OH","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,3850,4328
"Silver  Spring","MD","Association of Advanced Rabbinical and Talmudic Schools","3","21","24","11","8","0","0","0","0","0","0","0","1","0",0,3,3,2,2,3475,2834
"Shreveport","LA","Southern Association of Colleges and Schools Commission on Colleges","3","12","25","11","6","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1037,5862
"Milwaukee","WI","Montessori Accreditation Council for Teacher Education","3","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,4,4,2,3,5948,5070
"Hillcrest Heights","MD","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,3342,2811
"Gonzales","LA","Southern Association of Colleges and Schools Commission on Colleges","1","41","6","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,5,708,5515
"Hollywood","CA","Accrediting Commission of Career Schools and Colleges","2","11","30","10","12","0","0","0","0","0","0","0","0","0",0,2,3,3,8,1810,878
"San Juan","PR","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,131,1484
"Norwood","MA","American Board of Funeral Service Education Committee on Accreditation","2","21","12","1","1","0","0","0","0","0","0","0","0","0",0,2,2,3,1,5497,1714
"Chandler","AZ","Transnational Association of Christian Colleges and Schools","3","21","24","7","7","0","0","0","0","0","0","0","0","0",0,3,4,2,6,1297,338
"Raleigh","NC","Accrediting Council for Continuing Education & Training","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,2405,3031
"Foley","AL","Accrediting Bureau of Health Education Schools","1","31","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,774,4997
"Baton Rouge","LA","Council on Occupational Education","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,786,5533
"Plano","TX","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,1260,6291
"Arlington","VA","Distance Education Accrediting Commission","3","12","17","5","6","0","0","0","0","0","0","0","0","0",0,3,4,3,5,3376,2849
"Baton Rouge","LA","Southern Association of Colleges and Schools Commission on Colleges","1","12","4","2","4","0","1","0","0","0","0","0","0","0",0,1,2,1,5,795,5543
"Newport","RI","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,1,5060,1736
"Springfield","IL","Accrediting Commission of Career Schools and Colleges","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,3840,5293
"Weslaco","TX","Council on Occupational Education","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,6,276,6519
"Austin","TX","Accrediting Bureau of Health Education Schools","1","11","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,6,749,6482
"Rio Grande","PR","Accrediting Commission of Career Schools and Colleges","2","21","13","3","1","0","0","0","0","0","0","0","0","0",0,2,2,2,9,69,1439
"Richardson","TX","Accrediting Bureau of Health Education Schools","1","12","26","5","6","0","1","0","0","0","0","0","0","0",0,1,2,2,6,1252,6275
"Temecula","CA","Accrediting Council for Continuing Education & Training","2","12","13","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,8,1384,601
"CHESTER","VA","Council on Occupational Education","1","21","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,5,2861,2898
"San Antonio","TX","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",1,1,1,3,6,533,6598
"Fort Wayne","IN","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,4870,4559
"Carolina","PR","National Accrediting Commission of Career Arts and Sciences","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,9,79,1448
"Fairfax","VA","Accrediting Council for Independent Colleges and Schools","2","21","18","5","9","0","0","0","0","0","0","0","0","0",0,2,4,3,5,3359,2892
